"","Full Date w/ R","variable","value"
"1",2016-01-01 00:00:00,"Method One",0.453585482792224
"2",2016-01-01 01:00:00,"Method One",0.69501495863788
"3",2016-01-01 02:00:00,"Method One",0.399035329265877
"4",2016-01-01 03:00:00,"Method One",0.805600369708425
"5",2016-01-01 04:00:00,"Method One",0.805600369708425
"6",2016-01-01 05:00:00,"Method One",0.399035329265877
"7",2016-01-01 06:00:00,"Method One",0.574773682666262
"8",2016-01-01 07:00:00,"Method One",0.828396625423687
"9",2016-01-01 08:00:00,"Method One",0.828396625423687
"10",2016-01-01 09:00:00,"Method One",0.644054485490135
"11",2016-01-01 10:00:00,"Method One",0.539687039831746
"12",2016-01-01 11:00:00,"Method One",0.949858550799343
"13",2016-01-01 12:00:00,"Method One",0.949858550799343
"14",2016-01-01 13:00:00,"Method One",0.949858550799343
"15",2016-01-01 14:00:00,"Method One",0.949858550799343
"16",2016-01-01 15:00:00,"Method One",0.949858550799343
"17",2016-01-01 16:00:00,"Method One",0.516054744771005
"18",2016-01-01 17:00:00,"Method One",0.854842567992948
"19",2016-01-01 18:00:00,"Method One",0.593072068518468
"20",2016-01-01 19:00:00,"Method One",0.593072068518468
"21",2016-01-01 20:00:00,"Method One",0.854842567992948
"22",2016-01-01 21:00:00,"Method One",0.499819453197184
"23",2016-01-01 22:00:00,"Method One",0.382848121859856
"24",2016-01-01 23:00:00,"Method One",0.687435050982233
"25",2016-01-02 00:00:00,"Method One",0.384610003406455
"26",2016-01-02 01:00:00,"Method One",0.828396625423687
"27",2016-01-02 02:00:00,"Method One",0.828396625423687
"28",2016-01-02 03:00:00,"Method One",0.828396625423687
"29",2016-01-02 04:00:00,"Method One",0.828396625423687
"30",2016-01-02 05:00:00,"Method One",0.644054485490135
"31",2016-01-02 06:00:00,"Method One",0.949858550799343
"32",2016-01-02 07:00:00,"Method One",0.844314651230429
"33",2016-01-02 08:00:00,"Method One",0.844314651230429
"34",2016-01-02 09:00:00,"Method One",0.844314651230429
"35",2016-01-02 10:00:00,"Method One",0.844314651230429
"36",2016-01-02 11:00:00,"Method One",0.844314651230429
"37",2016-01-02 12:00:00,"Method One",0.382848121859856
"38",2016-01-02 13:00:00,"Method One",0.949858550799343
"39",2016-01-02 14:00:00,"Method One",0.539687039831746
"40",2016-01-02 15:00:00,"Method One",0.539687039831746
"41",2016-01-02 16:00:00,"Method One",0.949858550799343
"42",2016-01-02 17:00:00,"Method One",0.672625332890051
"43",2016-01-02 18:00:00,"Method One",0.593072068518468
"44",2016-01-02 19:00:00,"Method One",0.593072068518468
"45",2016-01-02 20:00:00,"Method One",0.593072068518468
"46",2016-01-02 21:00:00,"Method One",0.854842567992948
"47",2016-01-02 22:00:00,"Method One",0.844314651230429
"48",2016-01-02 23:00:00,"Method One",0.602748756074176
"49",2016-01-03 00:00:00,"Method One",0.547834134750378
"50",2016-01-03 01:00:00,"Method One",0.535570908456365
"51",2016-01-03 02:00:00,"Method One",0.828396625423687
"52",2016-01-03 03:00:00,"Method One",0.828396625423687
"53",2016-01-03 04:00:00,"Method One",0.535570908456365
"54",2016-01-03 05:00:00,"Method One",0.644054485490135
"55",2016-01-03 06:00:00,"Method One",0.949858550799343
"56",2016-01-03 07:00:00,"Method One",0.382848121859856
"57",2016-01-03 08:00:00,"Method One",0.844314651230429
"58",2016-01-03 09:00:00,"Method One",0.844314651230429
"59",2016-01-03 10:00:00,"Method One",0.382848121859856
"60",2016-01-03 11:00:00,"Method One",0.382848121859856
"61",2016-01-03 12:00:00,"Method One",0.949858550799343
"62",2016-01-03 13:00:00,"Method One",0.949858550799343
"63",2016-01-03 14:00:00,"Method One",0.949858550799343
"64",2016-01-03 15:00:00,"Method One",0.949858550799343
"65",2016-01-03 16:00:00,"Method One",0.382848121859856
"66",2016-01-03 17:00:00,"Method One",0.850696328508536
"67",2016-01-03 18:00:00,"Method One",0.869586854446355
"68",2016-01-03 19:00:00,"Method One",0.869586854446355
"69",2016-01-03 20:00:00,"Method One",0.869586854446355
"70",2016-01-03 21:00:00,"Method One",0.838628059148725
"71",2016-01-03 22:00:00,"Method One",0.672625332890051
"72",2016-01-03 23:00:00,"Method One",0.54930061514232
"73",2016-01-04 00:00:00,"Method One",0.949858550799343
"74",2016-01-04 01:00:00,"Method One",0.535570908456365
"75",2016-01-04 02:00:00,"Method One",0.535570908456365
"76",2016-01-04 03:00:00,"Method One",0.535570908456365
"77",2016-01-04 04:00:00,"Method One",0.382848121859856
"78",2016-01-04 05:00:00,"Method One",0.637977394766212
